Customer_id,creditscore,Balance,Estimated
15782941,573,0,91957
15630167,684,139724,120612
15759038,793,141806,102921
15661821,798,132572,31686
15728006,524,180517,180002
15712176,816,0,28407
15689351,742,92806,73744
15782247,540,0,186233
15769064,537,135309,31729
15718153,759,128918,48245
15613189,774,56581,113266
15661734,608,131391,71178
15592645,704,0,25685
15768387,581,0,29737
15792525,628,97362,149922
15586976,566,0,180702
15790659,701,0,27598
15691446,735,0,95025
15772632,680,0,167035
15706587,560,0,116782
15572461,663,102715,21171
15654409,665,67817,29642
15568025,758,81710,116520
15715769,621,75238,44220
15667458,764,124023,166188
15567980,537,100728,140858
15679294,589,107239,37024
15606507,555,0,27513
15578825,734,139995,17745
15619935,783,126225,4424
15636089,678,145751,109718
15727490,661,0,107243
15591766,607,121167,115288
15641629,537,0,41234
15813303,513,0,52952
15756920,576,70655,78956
15726403,660,129901,26026
15592765,637,125471,174536
15704442,672,169406,147311
15641136,629,0,77965
15725818,583,107041,5636
15612071,763,95154,81310
15719809,516,145166,111421
15716518,617,0,190269
15742210,700,65963,100950
15630617,727,140419,113034
15720838,689,139800,120664
15595537,626,171788,187192
15623196,686,149239,97825
15679249,351,163146,169622
15693199,739,0,191557
15661219,627,0,103288
15617136,451,61482,167539
15760294,512,145150,64869
15652808,774,126670,102426
15657139,652,84391,107876
15803790,638,89729,37295
15764105,475,0,89249
15672610,567,118629,91974
15766896,750,0,16870
15587735,850,96863,121681
15659501,753,142263,33730
15745001,683,0,104787
15651140,710,0,94790
15571148,645,0,28726
15776824,714,122724,67057
15633141,696,174902,69080
15764174,612,0,179781
15778155,520,108914,183572
15715920,782,98053,142587
15671917,666,123873,177844
15666548,466,111920,197634
15625623,567,0,121053
15748123,613,0,149614
15648735,718,0,143
15634974,614,75150,131767
15713378,711,0,53312
15753370,691,114754,107665
15782659,527,0,109524
15583364,476,111872,112133
15625942,619,0,113645
15720284,607,135927,180890
15679642,695,0,70974
15628007,653,0,53380
15661974,677,57038,158531
15689341,655,0,179268
15607993,625,79469,84606
15693267,679,121064,56985
15769522,734,118537,116912
15755825,666,0,102999
15598175,592,105082,132802
15744327,564,0,85456
15798666,814,0,98657
15577064,592,104703,107949
15759436,758,95814,67944
15690231,612,167027,192892
15751561,498,102453,187248
15739068,638,148045,114722
15758056,558,0,111688
15742269,756,0,184182
15726490,782,0,52760
15738411,505,104499,126451
15727919,671,0,12049
15709396,801,0,95804
15654106,604,149543,197912
15621653,716,87946,182532
15598086,624,68640,168002
15752300,607,148826,79451
15658693,827,0,60616
15631838,606,108166,8643
15803804,717,103215,172173
15578809,651,134760,174434
15752026,691,0,194930
15723706,573,90125,137477
15752838,723,0,94416
15569571,584,87361,120377
15769703,550,111258,97623
15679770,611,131584,66238
15791102,549,95021,131711
15655192,850,0,69053
15709487,668,80242,56781
15687130,686,0,170073
15755178,660,0,191849
15634772,682,122661,84804
15617197,524,0,31841
15631240,645,0,12097
15784301,850,0,44166
15631310,537,0,91407
15756560,599,81743,83282
15732270,727,0,198447
15739357,756,145128,7555
15771540,755,148912,80416
15567486,634,0,164550
15714634,837,89900,175477
15727021,727,119027,137904
15650670,567,105223,93796
15711834,650,0,67997
15729763,655,116115,49492
15646566,763,187912,35825
15645463,843,0,67494
15672144,667,144432,73963
15596088,705,77066,145159
15614878,660,180520,123851
15635240,553,0,23822
15775905,612,130025,45750
15700657,641,110087,159773
15611905,513,174853,84239
15652527,680,108725,72330
15785865,711,91285,26768
15645942,689,0,164769
15688691,665,110610,1113
15592736,551,102994,176680
15673529,645,59894,44000
15724145,616,149319,140746
15704629,582,116410,152791
15597896,365,127760,81538
15731790,697,132591,7388
15634719,704,0,183038
15703205,656,113402,138849
15567333,712,0,170333
15754537,748,0,60417
15612030,724,0,100240
15573242,691,136953,2705
15601892,563,0,68815
15663885,741,0,64839
15701096,778,123864,144495
15710450,848,120812,185510
15790846,634,148431,56056
15658956,505,47870,155062
15755223,692,150927,119817
15787318,537,103163,16260
15737310,633,130206,184655
15763665,833,136675,5279
15668818,592,200322,113245
15765812,587,0,8908
15704844,550,80928,64491
15744582,680,0,154972
15616700,622,0,155786
15683521,594,142575,129085
15583049,643,160426,188533
15643752,540,116160,13412
15620398,635,98683,15733
15715707,657,118829,73128
15814209,814,118871,101704
15733768,600,0,101986
15755242,682,0,114443
15729412,682,107192,15669
15746564,566,108011,157486
15588446,550,0,131281
15665221,630,129838,197001
15640846,546,106458,128882
15700209,486,97009,85101
15658360,762,122929,149822
15602735,692,152297,108041
15724834,498,0,135796
15800062,850,0,25868
15685300,603,128994,130484
15760102,551,0,183479
15787026,627,185267,77027
15653696,515,0,94142
15788946,605,116806,4093
15600724,567,129751,109258
15574324,568,129177,104618
15707144,571,82507,167705
15775891,634,107248,103712
15711789,768,0,161243
15600879,554,157781,6089
15681196,629,172170,159777
15716000,638,0,7919
15766776,576,0,188275
15680278,661,75361,27608
15688637,592,0,183569
15591179,702,0,145537
15677435,647,98263,164718
15698619,593,0,76357
15581036,712,109309,120159
15622117,625,0,151844
15599301,538,164365,5699
15581548,637,98800,122866
15586870,632,193126,152666
15735263,736,51523,192132
15765322,755,84284,62852
15582944,425,0,140941
15687162,461,119890,56768
15644962,745,137910,177235
15612615,616,0,86242
15813439,587,100117,34216
15604544,850,166082,44406
15761348,601,0,165197
15785078,730,0,34542
15759874,532,148596,74839
15643658,850,94079,36981
15713267,779,0,111677
15737782,562,0,25859
15815490,670,164949,177028
15679410,729,140549,30990
15756241,767,152509,136915
15688409,742,191865,108458
15742272,669,96418,131609
15717898,542,131946,159738
15769582,586,0,142239
15635660,612,142910,105891
15576723,740,0,194271
15591577,584,146312,105443
15582325,524,87894,173899
15693947,614,97445,122823
15760446,598,0,13181
15611105,799,0,140781
15630920,724,154486,78561
15574910,601,115625,185855
15756472,804,108397,128277
15682890,745,65095,140197
15641994,667,103018,32462
15733297,518,84765,162254
15767793,819,0,30499
15725698,520,115681,90281
15813532,625,0,32615
15576760,673,73088,196142
15732102,656,150905,16999
15739046,850,143055,62981
15631927,574,0,185660
15672115,679,0,77332
15618765,530,99948,97339
15679148,508,115451,67234
15728474,558,108236,143783
15636999,414,0,77661
15754261,648,98796,89124
15629150,721,0,70811
15736274,751,0,17550
15627697,662,0,21497
15721585,628,113147,124749
15639946,597,162532,36051
15792176,698,92053,143682
15699450,723,0,150695
15729954,586,0,170487
15600103,633,104944,97684
15786200,564,0,53520
15797010,649,0,15201
15670172,622,107879,196895
15627352,459,110356,4969
15622494,718,0,26229
15585835,655,109784,134034
15595071,696,149777,198033
15628203,637,104340,119883
15667190,630,85818,133102
15780212,592,212693,176395
15766869,634,89697,193180
15775741,608,0,125062
15628170,565,68067,143288
15701318,763,148565,87236
15710928,665,136354,93770
15682547,649,122214,88965
15631170,695,0,30794
15648702,775,119685,74532
15783444,788,135139,113086
15809178,569,146101,32574
15806688,726,123111,130114
15576824,564,111760,104722
15675422,544,110728,14560
15681550,614,121558,599
15812628,453,120623,129698
15597951,471,114714,36315
15807045,829,103458,1114
15581748,754,101135,70954
15770420,749,78136,73471
15608230,667,0,91573
15730339,670,133446,3155
15712584,670,0,88188
15592816,623,108076,118855
15641480,571,131354,125257
15708505,641,62975,39016
15791131,551,143340,145796
15618225,741,116993,168816
15644724,472,58663,73322
15662098,650,128809,113678
15723894,625,137555,124608
15787699,650,142393,11276
15687738,535,0,136621
15576126,649,125785,70524
15658889,689,136444,51980
15667046,694,121527,113481
15669957,655,144697,49026
15655794,620,0,145938
15599829,577,0,25162
15753332,401,128140,175754
15671124,599,120383,24903
15767474,481,0,169719
15720671,704,129735,179566
15626787,698,185078,115338
15774491,480,0,48132
15579647,682,0,160829
15625522,700,0,145152
15765806,492,144592,196294
15566708,444,0,161654
15668347,624,0,84636
15575214,709,0,159487
15591123,557,100194,38596
15573280,646,145295,27815
15589018,719,106070,183893
15654495,706,120622,140804
15597265,660,0,146586
15733876,667,0,40062
15677217,705,0,181300
15747265,598,171284,84136
15713379,669,0,197594
15730433,580,128218,125954
15693347,676,0,75465
15715465,714,77776,177737
15680736,597,124978,7144
15610765,559,0,155640
15650034,564,0,162428
15782468,850,109800,12458
15685109,689,0,14917
15776233,758,125397,182184
15761141,604,0,129984
15781702,733,111347,194873
15790235,778,104291,117507
15641416,732,94867,157528
15775234,646,0,92613
15659475,597,135704,74851
15642202,821,106454,127413
15771417,640,132412,69584
15585100,511,124402,198814
15700487,805,118022,162643
15726589,540,82531,114093
15747503,705,184552,68860
15595883,540,127278,16150
15663826,532,0,115227
15742820,535,0,170622
15624793,627,184245,103099
15597930,646,59669,172496
15665110,515,79544,38773
15770719,697,151553,44946
15731327,652,166528,146008
15576044,579,150329,145558
15775662,760,121912,193312
15646817,769,156774,40258
15596060,498,127864,46678
15723299,774,113709,153888
15636982,705,79975,103108
15751175,648,0,58652
15618936,688,0,91624
15787529,592,0,65986
15780128,705,144428,113845
15615991,654,99263,67608
15757001,624,79369,145472
15595388,594,0,124072
15699550,695,0,67502
15581620,597,0,78708
15600934,758,125096,171190
15738672,737,162486,149381
15721307,694,95669,100336
15619280,683,0,152698
15768244,538,0,41193
15806837,669,0,132540
15643496,730,74197,96876
15813916,622,89689,152305
15626385,714,103121,49672
15603582,569,0,133998
15764351,668,120170,50455
15667938,628,149136,16402
15576360,600,141137,67804
15628813,693,152342,9242
15584190,704,120027,100602
15716449,527,132168,98734
15759913,553,85201,160574
15701555,575,84903,26016
15758482,626,0,187173
15758171,582,0,55764
15680346,683,0,75848
15649124,850,121535,40313
15812917,653,116663,23864
15768455,679,0,51381
15703059,549,124829,93551
15646196,850,155181,169416
15585451,558,108263,6935
15714057,528,0,25400
15748473,801,0,66256
15785782,513,0,114709
15693233,666,99813,158358
15757521,606,132164,164816
15812513,599,103583,132128
15674950,544,142406,146637
15678572,529,99843,90256
15713608,850,0,34827
15579262,497,0,22074
15610426,764,81042,109805
15776454,603,0,100479
15771483,609,0,97416
15648489,487,199689,24208
15646609,748,142645,69133
15693203,710,0,9377
15813067,432,110219,43047
15769829,534,0,20856
15662434,607,0,187049
15773503,551,0,53421
15705890,674,142072,37013
15711398,525,0,89567
15752375,645,149565,149914
15659175,755,0,18067
15597033,708,153366,26912
15590228,715,76467,173512
15631848,727,121508,146785
15654211,559,0,1050
15707968,545,73211,89587
15594084,524,0,74405
15651093,707,0,54409
15798824,671,92675,3648
15671591,439,96196,198875
15707189,667,114392,53413
15733581,831,80263,194868
15641640,545,173332,150453
15585284,604,147286,57807
15617866,657,119785,107534
15667751,487,140137,194073
15669411,750,107468,126233
15789425,694,98218,182354
15570943,711,133608,120586
15685829,551,0,50578
15721917,559,95139,86575
15776047,620,0,153392
15716024,660,0,115510
15675328,449,0,82176
15604314,703,97331,63717
15658339,795,139266,198746
15630402,594,0,5719
15689616,586,168094,20059
15774224,613,131564,170639
15701291,601,0,30607
15719606,657,0,37171
15644119,531,0,42589
15646859,621,107363,66799
15606836,782,94493,101866
15664150,528,170214,49284
15624510,696,139781,27445
15810944,586,0,70761
15668575,626,148610,104502
15603246,498,170242,165408
15804002,691,128307,113581
15728773,568,0,45978
15598044,715,0,152012
15694829,680,175454,77350
15600575,802,0,47322
15727311,539,100886,38773
15570769,494,93321,24489
15606274,594,63176,14466
15746139,596,139452,63142
15704987,649,49114,41858
15628972,699,123906,127444
15697686,787,0,84152
15733883,604,0,58596
15617482,489,131442,37240
15704583,651,0,114523
15621083,698,136325,72549
15649487,578,113150,176713
15736760,538,0,152856
15714658,696,0,73372
15599081,507,102785,70324
15705113,685,83264,9663
15631159,705,72253,142515
15792818,499,148052,118624
15633531,717,138490,68400
15744529,510,0,115292
15669656,632,111589,170383
15581198,668,122105,112947
15729054,744,96107,79813
15573452,663,115931,19863
15776733,638,124514,158611
15724858,688,0,191213
15713144,588,0,61931
15690188,631,0,58043
15689425,687,100988,22247
15671766,599,118577,31449
15782806,718,0,146876
15764419,730,0,116082
15591915,533,0,73670
15772798,711,0,93960
15792008,555,0,158918
15715541,850,113311,198194
15639277,678,0,13160
15798850,576,0,4661
15776348,835,124365,180198
15727696,592,147249,63023
15793813,774,103688,118972
15694395,620,138740,154701
15764195,519,111900,97577
15744919,734,152760,48991
15671655,763,143966,140263
15654901,733,141557,130190
15649136,650,0,16302
15775562,538,0,126962
15807481,577,0,158751
15642885,792,0,199644
15789109,686,0,144273
15814004,589,0,98320
15673619,530,162560,64129
15595135,778,123229,181221
15583681,616,76666,163809
15605000,550,140279,171457
15718071,655,0,15801
15679760,721,115764,102951
15654574,499,131143,174918
15577178,511,68375,193160
15595324,579,117833,5831
15756932,696,0,82299
15726358,681,0,130687
15595228,815,0,52885
15782530,681,111093,68986
15592877,641,132658,35367
15651983,591,128882,196242
15746737,565,69130,170706
15774179,487,0,126477
15667265,729,121405,159618
15655123,505,131355,195395
15595917,580,102097,168286
15668385,642,154863,138053
15709476,850,99946,71179
15711218,616,121704,55556
15798659,526,0,31705
15663939,523,138783,186119
15694946,663,0,195580
15631912,840,136292,54113
15768816,570,107857,127529
15682268,676,108349,60232
15684801,689,93872,156878
15636428,703,0,182784
15809823,491,125860,129691
15699284,584,172713,113861
15786993,810,0,184525
15709441,745,0,36125
15710257,625,130787,121316
15582492,535,112367,185631
15575694,729,91091,71133
15756820,655,106199,32020
15766289,751,142670,162761
15593014,525,112833,175179
15584545,532,0,177100
15675949,696,0,66406
15672091,786,104336,59560
15801658,580,104306,175750
15706185,596,140187,174311
15789863,683,0,171717
15720943,747,114959,189362
15697997,602,164704,180716
15665416,779,119097,116978
15660200,551,0,185105
15619653,666,0,35047
15773447,526,0,36251
15739160,849,115465,103175
15689237,471,0,122642
15679297,628,184927,122938
15591433,674,85958,8757
15642725,797,114085,125782
15701962,590,166931,122488
15811613,588,0,20066
15741049,577,0,55473
15724423,571,107194,38963
15574305,680,116275,63796
15678168,648,0,163060
15697020,618,91069,26579
15610801,648,123049,5067
15745232,759,0,140498
15722758,585,0,146157
15792102,774,137782,199316
15675185,697,108129,103944
15801247,605,105318,138021
15725660,676,80570,68622
15638963,678,174853,28149
15800061,495,89159,135170
15578006,787,0,116538
15668504,770,89800,105923
15687491,817,101208,88211
15610403,659,106086,26901
15741094,693,0,3494
15807909,744,0,113163
15666141,829,101440,19325
15617134,716,0,189679
15783029,671,106604,26388
15622833,835,130420,106277
15746422,636,0,45015
15750839,649,45022,173496
15749130,621,74298,52582
15779862,658,133003,146339
15767871,784,0,182610
15679651,783,136690,197891
15576219,615,0,6226
15699247,791,0,123978
15619087,762,102520,170195
15605327,607,0,114190
15610140,601,0,27023
15791174,540,88382,59457
15602373,812,115049,165038
15762605,685,104797,154181
15598840,680,123082,134961
15744279,680,0,65709
15670619,631,0,117374
15599533,569,0,77703
15757837,584,88311,177651
15697574,582,0,60954
15578738,609,71872,151925
15762228,506,110047,26319
15614827,503,104430,147558
15789815,503,0,125918
15579781,806,138654,190803
15587013,653,102575,11044
15570932,666,137781,119100
15794661,674,0,140579
15581654,798,0,37732
15644296,740,105210,1853
15614420,531,109570,172050
15609653,614,118716,133591
15594577,556,0,192751
15584114,678,153393,193828
15673367,587,132603,55776
15685576,527,0,102280
15774727,757,129398,44965
15694288,468,0,170661
15603319,693,151353,197146
15759066,483,136836,192360
15814816,466,91592,141210
15724402,770,0,100557
15571059,734,0,130806
15674206,716,0,92607
15715160,439,165536,123957
15730448,538,62483,102758
15662067,743,68156,94877
15779581,734,55853,94812
15662901,656,0,67841
15689751,666,79589,4051
15667742,627,100881,134665
15738448,480,174330,181647
15680243,792,143391,33283
15745083,613,91416,27965
15708228,476,134366,68344
15628523,539,0,198161
15708196,696,88787,196858
15735549,810,96814,120511
15809347,763,160680,30886
15660866,640,0,2744
15766609,655,0,167779
15654230,526,145537,132405
15794566,678,0,144423
15800890,554,0,181205
15697424,597,119370,182726
15724536,560,0,120881
15735878,850,134382,26813
15707596,546,114889,66733
15657163,623,149332,100834
15622478,698,105062,107815
15779529,620,0,34666
15636023,619,0,147094
15582066,561,0,36942
15666675,753,155063,16461
15732987,721,88798,45611
15789432,451,0,184954
15663161,680,143140,47795
15694879,590,0,196790
15593715,634,107028,173426
15575002,676,140721,36221
15622171,642,80965,174738
15795224,760,178585,67131
15685346,736,135889,165692
15691808,656,134920,194692
15721007,776,115130,129526
15794253,832,138190,146511
15694453,631,131519,51752
15813113,795,0,35419
15614187,648,126936,57996
15619407,615,133707,108153
15646227,682,97893,166145
15660541,694,127900,101738
15753874,694,143835,33327
15617877,607,0,81140
15772073,664,0,140173
15701537,756,0,166513
15736228,645,129597,103233
15780572,653,0,120736
15769596,710,110407,15832
15586996,697,0,188772
15722061,619,142016,114324
15638003,648,81370,181534
15775590,482,69329,102641
15730688,548,116756,158585
15753102,752,83870,178722
15810075,648,130695,153955
15723373,643,117451,65375
15795298,573,206869,102986
15584320,686,111696,136644
15724161,644,137285,77064
15750056,702,149218,9633
15609637,652,0,43496
15794493,641,0,24267
15569641,692,130701,59354
15815236,574,0,28270
15811177,643,167949,143162
15680587,834,131255,20199
15672821,591,0,48607
15767681,470,0,89014
15600379,608,86656,59890
15801336,649,114737,106656
15721592,665,0,156440
15581282,651,0,24176
15746203,555,119817,43507
15583137,637,130807,132006
15680752,675,0,80497
15688172,677,0,88948
15791373,850,80932,12640
15589449,815,0,94248
15692819,665,132179,11866
15727467,485,0,141450
15734312,577,0,149458
15764604,586,164769,119814
15613014,722,107234,24925
15759684,528,176227,139482
15609669,542,109949,41269
15685536,552,0,1351
15750447,678,117739,147490
15663249,575,133292,111175
15638646,669,160475,95963
15734161,636,0,43129
15631070,667,154393,137675
15761950,652,110827,153384
15649668,637,145750,96661
15713912,516,109044,115818
15586757,801,75171,37899
15596522,692,0,145223
15625395,585,105796,41219
15760570,590,0,59250
15566689,554,0,116748
15725794,659,0,116250
15673539,690,118098,61258
15705298,697,172694,141799
15675791,610,129440,102638
15747043,599,0,13211
15736397,544,96471,35551
15678201,548,0,104469
15720745,635,140197,142936
15637593,722,0,195486
15598070,564,135946,63170
15787550,719,0,58320
15603942,547,81290,177747
15733973,850,0,19633
15596761,515,113715,18424
15652400,667,168883,18898
15717893,607,143422,97879
15622585,525,153644,63198
15733964,606,109330,75860
15753861,686,115096,78622
15747097,611,0,23598
15594762,827,183276,13460
15667417,572,68194,19998
15684861,726,0,185076
15742204,579,139730,135815
15623502,598,98365,44251
15774872,663,0,136350
15611191,505,122454,52694
15674331,576,132174,93767
15619465,555,0,197867
15575247,524,0,126813
15695679,776,104349,79503
15713463,645,138881,129937
15785170,850,116969,175095
15796351,603,105346,130380
15639576,691,136623,153228
15693264,583,0,111286
15589715,584,0,49553
15769902,679,0,98016
15587177,646,124446,88481
15814553,559,69000,66879
15601550,595,85768,24803
15664907,527,0,21312
15612465,684,100628,190264
15810800,673,0,72873
15665760,802,0,57765
15588080,675,0,110274
15776844,762,0,55500
15717560,580,125647,57541
15629739,621,100375,90384
15729908,411,0,120694
15716781,815,171923,178029
15646936,631,146811,180990
15768151,514,109032,155407
15579212,638,0,33676
15721835,791,0,89666
15800515,516,128654,127558
15591279,734,80388,77273
15587419,611,0,107666
15750335,850,108509,184045
15699619,641,155978,91511
15606472,585,0,87364
15778368,552,121176,117505
15671387,507,89349,180627
15573926,735,86132,93479
15709183,707,102347,114673
15577514,698,121264,13388
15778830,841,0,173241
15768072,688,0,27557
15768293,614,0,5552
15654456,511,149726,88308
15807525,447,0,33879
15574372,738,161274,181430
15671249,422,0,102655
15779744,537,103138,96555
15624755,707,109628,189366
15611430,690,0,12848
15774744,664,97286,143433
15629885,850,118004,183984
15708791,584,85535,169137
15793890,728,0,163366
15646091,560,95140,123181
15596984,629,0,16448
15800215,658,0,173948
15577806,794,75901,192155
15749381,790,126619,198224
15683758,640,111833,67203
15670615,652,0,68790
15715622,583,238388,147965
15707634,775,108699,161070
15806901,584,112688,127750
15775335,635,81557,191914
15724150,814,136597,185792
15627220,735,98807,184570
15672330,678,0,130447
15668521,693,0,82868
15807837,640,107500,187632
15592570,773,0,56760
15748589,736,0,34180
15635893,693,0,158545
15757632,496,176024,182338
15691863,751,0,84175
15706071,528,127632,22198
15654296,754,0,189641
15755018,568,109819,154491
15594041,592,138735,90021
15670587,558,111363,197264
15724527,825,0,31933
15801904,677,143988,8756
15658195,653,118839,52820
15630113,593,161638,20008
15784320,632,133794,34607
15676513,601,71554,177384
15574072,786,0,165703
15633854,654,0,167889
15618566,572,0,133123
15733014,813,64668,140454
15753343,523,121164,59939
15746076,506,0,12017
15608226,513,98903,81251
15605684,664,104159,134170
15638988,684,0,94889
15628767,608,139530,175696
15737977,527,0,96759
15758116,666,64647,128019
15575119,779,0,146895
15625126,629,0,139356
15567114,430,118894,2924
15672242,712,0,121233
15681327,682,0,2053
15802585,634,68214,6382
15740630,487,0,158750
15815420,808,139196,74028
15711468,527,0,44100
15799626,637,126346,17323
15659325,802,0,175044
15651352,529,0,146389
15684925,850,0,2466
15657439,738,0,47799
15574122,817,129278,165563
15720508,735,119558,72928
15599078,619,92468,38270
15702300,671,0,120893
15660735,581,0,188377
15671390,690,0,55903
15647385,579,99341,4524
15739223,688,0,102195
15631305,599,126834,60843
15809263,729,109677,25548
15640866,718,0,134462
15775663,712,134730,132703
15631800,474,98431,75698
15654292,565,130368,105642
15648320,658,123975,102154
15726747,714,138082,166678
15694510,725,129855,24219
15572291,825,132308,117123
15603465,665,155448,51872
15685628,670,124269,84321
15792729,474,176311,160213
15767414,591,99886,88695
15568044,508,0,6123
15751333,695,0,167750
15623062,660,85089,71638
15713621,687,134318,198065
15670668,658,75396,54915
15750638,705,116766,190659
15747878,739,0,51638
15726796,844,111502,119333
15754952,602,76595,127095
15652192,759,160541,93541
15681924,747,129729,89290
15763544,673,0,108762
15764431,671,130929,28238
15684010,640,116800,34130
15648881,581,101017,7926
15733303,630,0,27330
15643294,703,190567,79997
15749905,698,0,50214
15625175,742,97068,60920
15643967,652,92209,197700
15578251,644,186348,92810
15772573,735,103177,163516
15733234,777,0,62449
15721582,644,77270,115800
15628219,665,111912,110360
15571302,529,94216,78696
15637178,803,0,128378
15601184,604,0,155249
15629511,738,106771,123499
15570629,655,138090,99920
15665766,698,133191,53289
15693732,775,0,67622
15765982,735,74136,11783
15582016,766,99208,62402
15798024,537,92242,186236
15588622,599,108381,79006
15724863,420,91893,144870
15618213,674,85758,95481
15780411,570,0,820
15725429,623,96759,174778
15600626,710,0,8991
15668460,466,0,2797
15576263,759,0,22303
15720354,581,0,197562
15691624,820,132150,23068
15793196,759,0,190294
15633352,628,175444,113167
15750874,676,78990,124777
15588923,591,113743,124625
15715745,690,157625,49599
15611800,624,125164,151412
15576928,573,0,122964
15793693,694,0,57089
15581252,632,80923,7821
15797760,632,193355,149188
15790564,832,107649,134639
15593736,598,131769,184980
15595937,430,138992,122373
15815628,711,113900,80215
15782802,582,114450,14082
15627412,605,0,199390
15734609,657,0,7667
15710689,578,63610,74966
15565806,532,0,30584
15815530,612,75498,149683
15632272,792,0,92664
15684103,674,0,138423
15654519,680,0,3148
15767722,593,117705,197934
15654346,679,130464,37341
15660147,493,46161,79577
15814998,688,0,197602
15802207,769,110183,87537
15658668,581,0,41624
15715079,465,117221,168281
15570360,641,0,125986
15674678,731,79120,549
15780925,625,177069,96089
15688193,468,61637,107787
15778219,790,0,20511
15696514,587,104414,192026
15712303,692,159732,118188
15719090,676,89437,189541
15735632,571,0,63736
15619436,700,0,95740
15722404,445,0,127939
15662063,746,142401,193439
15745605,722,88011,90656
15636658,596,0,12067
15784130,850,154870,54191
15606755,597,0,58667
15801699,436,0,35687
15784097,660,118402,14289
15764654,649,87375,247
15612092,646,105398,78112
15610903,560,125342,79547
15705777,710,129165,193267
15661936,513,141004,105028
15700864,607,0,116107
15722965,757,89079,53179
15737521,619,103604,140947
15814465,612,182705,171837
15580988,842,0,123437
15789974,713,94598,197520
15713370,657,188241,183059
15748673,770,0,22711
15754919,773,0,69303
15641662,470,117470,63706
15813422,781,80791,116430
15713596,428,107736,58382
15791216,600,133379,177379
15689031,697,168067,35451
15763704,692,69014,164621
15631339,791,0,174435
15771509,538,98549,94048
15769586,820,0,119087
15656096,679,76554,184800
15585280,649,0,75035
15743582,632,107376,62703
15761692,594,122417,190883
15627840,682,0,91982
15778861,720,97189,91881
15770554,769,61297,7118
15806956,746,112667,11710
15701908,623,0,25904
15736990,537,157842,86911
15743714,468,91444,10958
15807993,588,110148,5791
15644686,729,53300,42856
15677377,543,0,78916
15626412,499,0,81409
15643679,784,70234,179253
15728456,604,0,42171
15630661,614,75212,58965
15734044,671,41299,102681
15705001,587,83287,125554
15809817,593,0,53478
15809137,453,0,198376
15751593,570,85669,105525
15626491,655,57327,47349
15765461,632,0,178822
15568120,681,69610,72128
15787161,591,129269,163504
15812324,779,0,190623
15588944,456,165351,140758
15694253,686,152106,132374
15759566,617,0,53950
15675675,850,106291,121983
15802060,646,100549,136984
15660505,735,106345,114371
15782630,543,137482,62389
15700710,490,116466,24436
15742834,640,0,10908
15806511,445,0,90977
15608166,761,127638,81063
15614230,426,0,61231
15729958,777,0,126838
15800814,534,81952,115669
15674727,777,147532,38819
15657779,806,0,86995
15801395,790,135121,195205
15757911,643,0,131302
15665340,584,0,100835
15787151,638,0,198970
15757821,771,0,41543
15600688,600,0,118272
15594878,661,28083,69586
15569248,554,0,149629
15812706,627,111088,146680
15645045,659,0,132809
15766746,835,127120,28708
15700383,763,115652,104706
15632551,625,77743,75336
15795129,799,0,136828
15650545,849,71996,139066
15612769,692,61582,70180
15710853,623,0,116160
15623712,453,0,83008
15653251,408,87873,188485
15755077,778,105618,133700
15808557,695,0,72172
15614687,677,148771,191058
15626882,662,94901,48234
15748034,534,174852,79178
15632324,602,0,162347
15761023,554,120847,7612
15761453,667,0,88890
15646726,672,0,63833
15637169,838,103268,78310
15636024,692,109699,37899
15801218,675,135133,179521
15642655,731,0,130727
15690130,468,137649,198714
15653753,542,113568,89543
15641359,662,0,2424
15776827,770,141547,180327
15647725,675,62055,166305
15648455,647,131157,29884
15580629,604,134838,192029
15730161,833,0,1711
15626612,741,104784,135164
15662865,658,0,84927
15629094,528,156948,149912
15651823,590,147752,88206
15594827,675,124619,163668
15786392,765,124182,100153
15727353,650,142028,32275
15733777,817,0,65502
15614302,699,125838,189393
15723263,495,117160,116069
15687270,491,0,139862
15803121,847,97566,144184
15598700,676,0,157889
15741875,746,104834,71911
15631709,470,101675,45034
15672970,714,0,150466
15761670,695,0,126382
15706005,674,174701,90190
15790336,664,71143,122433
15754267,697,108805,123826
15791988,670,0,11427
15683375,541,0,114951
15625151,640,116038,184636
15635285,647,0,91055
15574296,757,80674,93992
15711618,704,124641,116511
15670943,778,182275,190631
15634359,639,98636,199971
15586629,637,0,139947
15588461,686,0,8816
15773221,577,79757,135651
15664227,506,53054,24577
15741745,757,120912,131249
15652626,826,115286,140126
15599410,721,0,168220
15571958,489,221533,171867
15785406,446,105056,70614
15687884,677,88363,117946
15621685,769,123758,84873
15628886,677,123960,60591
15699325,555,114823,8445
15578369,652,145219,159133
15654156,722,106808,76999
15707199,643,148160,55836
15671630,796,99746,177524
15632079,720,156283,45986
15767921,613,0,60298
15573599,506,0,194421
15747208,608,0,93569
15582762,667,0,34703
15772528,750,121376,54474
15755798,610,111582,113943
15788683,588,129418,153727
15616922,479,0,19117
15771855,682,0,112555
15601873,677,0,47319
15657868,850,94607,36690
15711716,580,131368,106919
15734246,746,166883,194564
15792151,635,0,91087
15770159,664,172813,108009
15747649,558,126607,172364
15639357,415,134950,178587
15738907,798,96956,31907
15663446,792,107602,18922
15750867,489,92060,147223
15715939,730,0,1475
15763806,773,0,24925
15637993,711,137689,46884
15720338,592,85845,128918
15627162,695,125553,105291
15596710,640,167298,145382
